Entry Point: 0x7FF6A8180000
GObjects: 0x7FF6AA555DC8
GNames: 0x7FF6AA555D80

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x1F2FFBC2500
ScriptStruct: EngineAudioNativeState                           - Instance: 0x1F3EBBE4700
ScriptStruct: EngineAudioNativeState_Clutched                  - Instance: 0x1F3EBBE4580
ScriptStruct: EngineAudioNativeState_OnGround                  - Instance: 0x1F3EBBE4400
ScriptStruct: EngineAudioNativeState_InAir                     - Instance: 0x1F3EBBE4280
ScriptStruct: VehicleAxleData                                  - Instance: 0x1F3EBBE0100
ScriptStruct: ViralFXData                                      - Instance: 0x1F3EBBCCE80
ScriptStruct: ImpulseData                                      - Instance: 0x1F3EBBA2980
ScriptStruct: ReplicatedLogoData                               - Instance: 0x1F3EBB57A00
ScriptStruct: DebugColor                                       - Instance: 0x1F3EBB57580
ScriptStruct: ReplicatedBoostData                              - Instance: 0x1F3EBB4EF80
ScriptStruct: PreviewAnimKeyframe                              - Instance: 0x1F3EBB2AF80
ScriptStruct: PressedAxis                                      - Instance: 0x1F3EBAC3580
ScriptStruct: CountryInfo                                      - Instance: 0x1F3EBA8EB00
ScriptStruct: CrowdNoiseModifierInstance                       - Instance: 0x1F3EBA8DA80
ScriptStruct: StatCrowdNoise                                   - Instance: 0x1F3EBA7EC80
ScriptStruct: BallHitCrowdNoise                                - Instance: 0x1F3EBA7E800
ScriptStruct: CrowdDefenseSettings                             - Instance: 0x1F3EBA7D480
ScriptStruct: CrumbRedefinedInfo                               - Instance: 0x1F3EBA47700
ScriptStruct: CurrencyProduct                                  - Instance: 0x1F3EBA44A00
ScriptStruct: DebugHelpItem                                    - Instance: 0x1F3EBA25900
ScriptStruct: DebugCategory                                    - Instance: 0x1F3EBA25A80
ScriptStruct: EngagementEventData                              - Instance: 0x1F3EB9FDD80
ScriptStruct: EngagementEventStatus                            - Instance: 0x1F3EB9FDC00
ScriptStruct: AudioMinMax                                      - Instance: 0x1F3EB9EEB00
ScriptStruct: AudioGear                                        - Instance: 0x1F3EB9EEC80
ScriptStruct: EOSShopPurchaseEventProduct                      - Instance: 0x1F3EB9D8100
ScriptStruct: OnlineSaveObject                                 - Instance: 0x1F3EB9BF400
ScriptStruct: K3STranslation                                   - Instance: 0x1F3EB9AFA00
ScriptStruct: K3STranslations                                  - Instance: 0x1F3EB9AFB80
ScriptStruct: K3SOptions                                       - Instance: 0x1F3EB9AFD00
ScriptStruct: K3SAgeBracket                                    - Instance: 0x1F3EB9BC580
ScriptStruct: K3SDefinition                                    - Instance: 0x1F3EB9BC400
ScriptStruct: K3SSetting                                       - Instance: 0x1F3EB9BCA00
ScriptStruct: K3SResponse                                      - Instance: 0x1F3EB9BC880
ScriptStruct: K3SFirstTimeDefaults                             - Instance: 0x1F3EB9BC700
ScriptStruct: EOSPermissionsResult                             - Instance: 0x1F3EB9A3E80
ScriptStruct: EOSPermissionsResponse                           - Instance: 0x1F3EB9A3D00
ScriptStruct: PendingRoomJoin                                  - Instance: 0x1F3EB9A3880
ScriptStruct: VoiceRecordingBufferData                         - Instance: 0x1F3EB9A3700
ScriptStruct: UserVoiceSettings                                - Instance: 0x1F3EB988700
ScriptStruct: ESportEventData                                  - Instance: 0x1F3EB956B00
ScriptStruct: EulaVersion                                      - Instance: 0x1F3EB953580
ScriptStruct: FaceItMatchInfo                                  - Instance: 0x1F3EB950E80
ScriptStruct: PartnerMapping                                   - Instance: 0x1F3EB939A80
ScriptStruct: RedefinedInfo                                    - Instance: 0x1F3EB938700
ScriptStruct: FlockAgent                                       - Instance: 0x1F3EB927D00
ScriptStruct: ActivateFreeplayCommandOutParams                 - Instance: 0x1F3EB926E00
ScriptStruct: ModifyRBStateInParams                            - Instance: 0x1F3EB925480
ScriptStruct: CalculateVerticalLaunchSpeedInParams             - Instance: 0x1F3EB924D00
ScriptStruct: CalculateBallInFrontLocationInParams             - Instance: 0x1F3EB924B80
ScriptStruct: CalculateBallOnCarLocationInParams               - Instance: 0x1F3EB924700
ScriptStruct: CalculateBallOnCarInAirLocationInParams          - Instance: 0x1F3EB924400
ScriptStruct: CalculateLaunchVectorInParams                    - Instance: 0x1F3EB924100
ScriptStruct: CalculateRedirectPassLocationInParams            - Instance: 0x1F3EB917D00
ScriptStruct: CalculateRedirectHorizontalLaunchSpeedInParams   - Instance: 0x1F3EB917A00
ScriptStruct: CalculateShotOnGoalSpeedHoopsInParams            - Instance: 0x1F3EB917400
ScriptStruct: CalculateShotOnGoalLocationHoopsInParams         - Instance: 0x1F3EB917280
ScriptStruct: CalculateShotOnGoalLocationStandardInParams      - Instance: 0x1F3EB916980
ScriptStruct: GetTargetLocationFromFlightTimeInParams          - Instance: 0x1F3EB916680
ScriptStruct: FreeplaySettings                                 - Instance: 0x1F3EB915A80
ScriptStruct: FriendInfoCounts                                 - Instance: 0x1F3EB8F7580
ScriptStruct: ParticleBodyParameterSet                         - Instance: 0x1F3EB8D7580
ScriptStruct: ParticleParameterSet                             - Instance: 0x1F3EB8D7400
ScriptStruct: BoostMeshMaterialOverride                        - Instance: 0x1F3EB8D7280
ScriptStruct: PreviewParticleOverride                          - Instance: 0x1F3EB8D7100
ScriptStruct: PlatformParam                                    - Instance: 0x1F3EB8D4D00
ScriptStruct: CarMovementState                                 - Instance: 0x1F3EB8C7E80
ScriptStruct: TemporaryProduct                                 - Instance: 0x1F3EB8C1900
ScriptStruct: GarageFolderData                                 - Instance: 0x1F3EB8C1780
ScriptStruct: TitleInfo                                        - Instance: 0x1F3EB8A7280
ScriptStruct: TemporarySpawnSpot                               - Instance: 0x1F3EB8A7100
ScriptStruct: IntVector                                        - Instance: 0x1F3EB88AF80
ScriptStruct: WorldColorData                                   - Instance: 0x1F3EB88A800
ScriptStruct: ActorTouchRecordData                             - Instance: 0x1F3EB87AB00
ScriptStruct: SpawnArchetypeData                               - Instance: 0x1F3EB83E080
ScriptStruct: CarSpawnData                                     - Instance: 0x1F3EB7F6500
ScriptStruct: FieldSpawnInfo                                   - Instance: 0x1F3EB7F6380
ScriptStruct: FieldSpawnInfoPair                               - Instance: 0x1F3EB7F6200
ScriptStruct: FieldSetupWave                                   - Instance: 0x1F3EB7F6080
ScriptStruct: DifficultyInfo                                   - Instance: 0x1F3EB7F5F00
ScriptStruct: MaxActorCallback                                 - Instance: 0x1F3EB703880
ScriptStruct: BlueprintPreviewProduct                          - Instance: 0x1F3EB6C2380
ScriptStruct: RumblePickupData                                 - Instance: 0x1F3EB6B8280
ScriptStruct: PickupInfo_TA                                    - Instance: 0x1F3EB6B3280
ScriptStruct: GFxSeasonBadgesData                              - Instance: 0x1F3EB679480
ScriptStruct: GFxClubSeasonStatMilestoneData                   - Instance: 0x1F3EB678D00
ScriptStruct: GFxClubSeasonMilestoneData                       - Instance: 0x1F3EB679300
ScriptStruct: GFxClubStatData                                  - Instance: 0x1F3EB679180
ScriptStruct: GFxClubActionData                                - Instance: 0x1F3EB679000
ScriptStruct: GFxClubServer                                    - Instance: 0x1F3EB641300
ScriptStruct: ContainerInfo                                    - Instance: 0x1F3EB632800
ScriptStruct: RPCContainerDropTable                            - Instance: 0x1F3EB631A80
ScriptStruct: LocalizedBindingCategory                         - Instance: 0x1F3EB630580
ScriptStruct: LocalizedAction                                  - Instance: 0x1F3EB630400
ScriptStruct: UIPlayerBinding                                  - Instance: 0x1F3EB630280
ScriptStruct: LocalizedNameData                                - Instance: 0x1F3EB607D00
ScriptStruct: LocalizedDepartmentData                          - Instance: 0x1F3EB618400
ScriptStruct: LocalizedPostCreditData                          - Instance: 0x1F3EB618280
ScriptStruct: DepartmentData                                   - Instance: 0x1F3EB618100
ScriptStruct: PostCreditData                                   - Instance: 0x1F3EB607E80
ScriptStruct: CrumbTrailName                                   - Instance: 0x1F3EB605000
ScriptStruct: GFxCustomTeamSettings                            - Instance: 0x1F3EB605C00
ScriptStruct: GFxDLCData                                       - Instance: 0x1F3EB5E2500
ScriptStruct: NotificationStatus                               - Instance: 0x1F3EB5E0400
ScriptStruct: EngagementEventNotificationData                  - Instance: 0x1F3EB5CFD00
ScriptStruct: CompensationItem                                 - Instance: 0x1F3EB58B700
ScriptStruct: GarageTeam                                       - Instance: 0x1F3EB53E380
ScriptStruct: LeaderboardRequestInfo                           - Instance: 0x1F3EB50C880
ScriptStruct: GFxLoadoutSet                                    - Instance: 0x1F3EB504D00
ScriptStruct: GFxMapData                                       - Instance: 0x1F3EB4DB400
ScriptStruct: GFxPlaylistType                                  - Instance: 0x1F3EB4D9300
ScriptStruct: GFxMapType                                       - Instance: 0x1F3EB4D9180
ScriptStruct: GFxMapPlaylist                                   - Instance: 0x1F3EB4D9000
ScriptStruct: GFxMapPreference                                 - Instance: 0x1F3EB4D8E80
ScriptStruct: GFxMapSelectionData                              - Instance: 0x1F3EB4CA980
ScriptStruct: GFxRegion                                        - Instance: 0x1F3EB4AE800
ScriptStruct: MessageUpdate                                    - Instance: 0x1F3EB4AE680
